time_ms,ax,ay,az,gx,gy,gz,temp
25225,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
25282,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
25339,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
25396,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
25453,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
25510,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
25567,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
25624,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
25681,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
25738,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
25795,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
25852,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
25909,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
25966,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
26023,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
26080,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
26137,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
26194,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
26251,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
26308,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
26365,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
26422,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
26479,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
26536,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
26593,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
26650,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
26707,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
26764,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
26821,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
26878,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
26935,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
26992,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
27049,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
27106,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
27163,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
27220,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
27277,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
27334,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
27391,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
27448,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
27505,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
27562,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
27619,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
27676,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
27733,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
27790,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
27847,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
27904,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
27961,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
28018,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
28075,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
28132,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
28189,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
28246,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
28303,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
28360,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
28417,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
28474,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
28531,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
28588,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
28645,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
28702,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
28759,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
28816,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
28873,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
28930,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
28987,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
29044,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
29101,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
29158,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
29215,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
29272,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
29329,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
29386,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
29443,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
29500,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
29557,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
29614,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
29671,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
29728,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
29785,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
29842,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
29899,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
29956,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
30013,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
30070,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
30127,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
30184,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
30241,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
30298,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
30355,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
30412,17.65,-9.81,11.28,0.00,0.00,0.00,24.00
